Sentence,True_label,Pred_label,Pred_conf_score,Int1,Int2,Int3,flag_3_match,flag_1_match,len_of_uttr
"i opened an account with $40,000 but i got a message that the funds available were $25,000. can i know why?",Why can’t I trade more than 25k when I sent in more?,Why can’t I trade more than 25k when I sent in more?,0.5656766280207044,Why can’t I trade more than 25k when I sent in more?,How much can I withdraw from my account?,When will my funds be available?,1,1,21
"i transferred money into my acct in the amount of 35,000 can only trade 25,000",Why can’t I trade more than 25k when I sent in more?,Why can’t I trade more than 25k when I sent in more?,0.7424125528120311,Why can’t I trade more than 25k when I sent in more?,When will my funds be available?,How do I make a trade?,1,1,15
"my account shows the $150,000 i put in yesterday, but upon trying to make a trade, only $25,000 is available.",Why can’t I trade more than 25k when I sent in more?,Why can’t I trade more than 25k when I sent in more?,0.7651847156151479,Why can’t I trade more than 25k when I sent in more?,When will my funds be available?,How do I make a trade?,1,1,20
"only 25,000 to trade?",Why can’t I trade more than 25k when I sent in more?,Why can’t I trade more than 25k when I sent in more?,0.5679136727138133,Why can’t I trade more than 25k when I sent in more?,How do I make a trade?,I want to set up a transfer,1,1,4
why can't i use all of my contribution?,Why can’t I trade more than 25k when I sent in more?,Why can’t I trade more than 25k when I sent in more?,0.7955712169714227,Why can’t I trade more than 25k when I sent in more?,I have a question about my contributions,I'm unable to link my bank account,1,1,8
"why is it allowing me tot trade only $25,000?",Why can’t I trade more than 25k when I sent in more?,Why can’t I trade more than 25k when I sent in more?,0.839875803525738,Why can’t I trade more than 25k when I sent in more?,How do I make a trade?,Why do I get an error when I trade?,1,1,9
why only credit for $25000?,Why can’t I trade more than 25k when I sent in more?,Why can’t I trade more than 25k when I sent in more?,0.5386733373756863,Why can’t I trade more than 25k when I sent in more?,I have questions about the Fidelity® Visa Signature® Card,I have questions about my credit score,1,1,5
"you received my $100,000 check on the 6th of october. why was only $25,000 available for trading.",Why can’t I trade more than 25k when I sent in more?,Why can’t I trade more than 25k when I sent in more?,0.8071180131544462,Why can’t I trade more than 25k when I sent in more?,When will my funds be available?,How do I get Fidelity to reissue a check that never arrived?,1,1,17
are you able to help with tax information ?,I need help understanding my tax forms,When will I receive my tax form?,0.5554448744232362,When will I receive my tax form?,I need help understanding my tax forms,I need help importing my tax information,1,0,9
can fidelity advise me on what to do for tax consequences,I need help understanding my tax forms,How do I choose a good investment?,0.20460865419879018,How do I choose a good investment?,Is this activity taxable?,What are the tax implications when I convert to an IRA?,0,0,11
can fidelity do my taxes,I need help understanding my tax forms,I need help understanding my tax forms,0.7227822041764053,I need help understanding my tax forms,When will I receive my tax form?,Is this activity taxable?,1,1,5
can fidelity help me with my taxes?,I need help understanding my tax forms,I need help understanding my tax forms,0.9286834146270321,I need help understanding my tax forms,I want to contact you,I need help importing my tax information,1,1,7
can i file my taxes through you,I need help understanding my tax forms,I need help understanding my tax forms,0.5165228737436703,I need help understanding my tax forms,What tax form could I receive?,When will I receive my tax form?,1,1,7
can you help me understand some of the tax forms and tax statements that i receive,I need help understanding my tax forms,I need help understanding my tax forms,0.4641630991891496,I need help understanding my tax forms,When will I receive my tax form?,What tax form could I receive?,1,1,16
distribution codes,I need help understanding my tax forms,I need help understanding my tax forms,0.2453264299436378,I need help understanding my tax forms,I need to update my information but I can't receive a code,I want to set up a withdrawal,1,1,2
do i need to fill anything out when filing taxes?,I need help understanding my tax forms,I need help understanding my tax forms,0.5635539878815378,I need help understanding my tax forms,When will I receive my tax form?,Is this activity taxable?,1,1,10
does fidelity have a tax help hotline number?,I need help understanding my tax forms,I need help understanding my tax forms,0.9213796603668566,I need help understanding my tax forms,I want to contact you,Why didn't I receive a tax form?,1,1,8
